database_name,table_name,num_columns,columns,relationships
Unknown,employees,0,,
Unknown,shippers,0,,
Unknown,products,0,,
Unknown,categories,0,,
Unknown,suppliers,0,,
Unknown,region,0,,
Unknown,customers,0,,
Unknown,orders,0,,
Unknown,territories,0,,
Unknown,order_details,0,,
Unknown,employee_territories,0,,
Unknown,us_states,0,,
Unknown,customer_demographics,0,,
Unknown,customer_customer_demo,0,,
